,url,title,user_name,user_title,user_profile_link,number_of_posts_by_user,number_of_solutions_by_user,number_of_kudos_by_user,timestamp,post_content,solved,labels_list,number_of_views,number_of_likes,replies,accepted_sol
10,https://community.shopify.com/c/shopify-apps/shopify-hide-prices-and-custom-prices-per-customer/td-p/2751224,Recurring Subscription App that Can Handle Upfront Payments,Dgoldfe13,Recurring Subscription App that Can Handle Upfront Payments,https://community.shopify.com/c/user/viewprofilepage/user-id/646141,51,0,13,2024-08-29T08:42:26.064-07:00,"Here is what I need. I want to charge an upfront cost on the ""Monthly Fun Pack"" and the ""Super Saver"". Customers will need to pay that upfront cost (Fun Pack $232) and (Super Saver $448). If they turn on recurring payments, they save (Fun Pack $4- recurring payment per month $228) & (Super Saver $4- recurring payment per month $224). Monthly Fun Pack: $232 Price: One time fee $232 Set up recurring payments: $4 Savings Subscription: $228 per month Billing: 1 month after your purchase date Flexibility: Cancel anytime Bi-Monthly Super Saver: $448 Price: One time fee $444 Set up recurring payments: $8 Savings Subscription: $224 per month Billing: 1 month after your purchase date Flexibility: Cancel anytime",N,"['Shopify Developed Apps', 'Subscriptions', 'Third Party Apps']",132,0,"['Hello @Dgoldfe13 For setting up your upfront and recurring payment options , I recommend checking out the "" Trust Subscription "" app. It allows you to create and manage various subscription plans, so you can offer both upfront costs and recurring payment options for your \'Monthly Fun Pack\' and \'Super Saver\' products. With ""Trust Subscription,"" you can easily configure these plans to reflect the $232 upfront cost for the Fun Pack and $448 for the Super Saver, as well as set up the recurring payments of $228 and $224 respectively. The app also offers great customer and technical support to help you with any questions. Additionally, the app is free to install, which makes it a cost-effective choice. I hope this helps! Feel free to reach out if you have any more questions.']", 
11,https://community.shopify.com/c/shopify-apps/shopify-returning-wrong-date-billing-on-in-billing-api/td-p/2751154,Product Pricer update by API,developer1257,Product Pricer update by API,https://community.shopify.com/c/user/viewprofilepage/user-id/1816498,6,0,0,2024-08-29T05:09:50.382-07:00,"Hi, I'm having trouble updating the product pricing. I tried using the Mutation API, which works with React Js, but when I try to access my extension liquid file, I got a 404 error. Can someone please assist me in fixing this problem?",N,['Shopify Developed Apps'],83,0,[], 
12,https://community.shopify.com/c/shopify-apps/varient-picker-size-qauntity-matrix/td-p/2751126,shopify hide prices and custom  prices per customer,Ingomar,shopify hide prices and custom  prices per customer,https://community.shopify.com/c/user/viewprofilepage/user-id/1543208,3,0,0,2024-09-05T05:11:36.017-07:00,hello. we are working on creating a business webshop. now we would like our prices to only be visible after logging in with an account. and then for some customers also special prices that are different than for other customers. does anyone have experience with this or an idea how I can best do this?,N,['Shopify Developed Apps'],118,0,['Hello @Ingomar You can give a try to below Apps https://apps.shopify.com/rfq-request-quote-hide-price https://apps.shopify.com/required-login-for-customers? Helping voluntarily. Please like and accept the solution if it helps. Thanks! Our Bestseller Shopify Apps | Mobile App Builder by MageComp | Shoplock Hide Pages/Collections Need a developer?\xa0 Just visit MageComp website'], 
13,https://community.shopify.com/c/shopify-apps/does-someone-know-which-plugin-for-upsale-this-is/td-p/2750855,Shopify App with External Payment Handling,Danmark,Shopify App with External Payment Handling,https://community.shopify.com/c/user/viewprofilepage/user-id/1014382,5,0,1,2024-08-29T04:57:42.412-07:00,"I'd like to request help on how to tackle a case where we must pay to two separate bank accounts. use-case: our existing shop needs to add 2 additional markets that are fulfilled thru a separate fulfillment service that handles international trade & compliance. This separate fulfillment service must handle the payment with the end customer. Is this the correct solution? 1. Become a Shopify Payment Partner (hmm.. it seems this is no longer supported) 2. Create a Shopify App 3. Have all payments go to an external checkout to complete (Payments API) 4. Implement the Fulfillment or Order API to transition orders thru states 5. For the existing markets, the checkout will use our Stripe account, for separate markets it will use the fulfillment service's Stripe account Many thanks ahead of time. -Danmark",N,['Third Party Apps'],84,0,[], 
14,https://community.shopify.com/c/shopify-apps/this-app-is-at-risk-of-no-longer-working-in-shopify-as-of/td-p/2750819,Custom Size App,Vicky_Hammond,Custom Size App,https://community.shopify.com/c/user/viewprofilepage/user-id/302183,3,0,1,2024-08-29T03:18:21.932-07:00,"I currently sell bespoke sized sports netting where customers can order directly from my website and put in the exact length, width and height of the netting they need to the exact decimal ie., 2.54m or 3.78m.  I currently use  Buy the Measurement, which I have used for the past 10 years however, this is being removed in a few months and I cannot seem to find anything else that can replace it.  Does anyone have the same issue or use an app that can achieve what I need to achieve?  Any help would be greatly appreciated please.",N,['Shopify Developed Apps'],103,1,"['Hi @Vicky_Hammond , Do you also need to calculate the price based on the length, width, and height values entered by your customers? If so, you might consider using the Dimension option type in the Easify Product Options app. This allows you to create fields on the product page for customers to input their measurements, and you can set up a pricing formula based on those values if needed . If you’re interested in trying the app, feel free to share more details about your product, or you can reach out to the Easify team for a specific setup guide.']", 
15,https://community.shopify.com/c/shopify-apps/embedded-app-on-pos-ui-modal-with-app-bridge-react-landscape/td-p/2750738,The issue about Shopify deploy to Heroku,ZoeM_,The issue about Shopify deploy to Heroku,https://community.shopify.com/c/user/viewprofilepage/user-id/1171893,11,0,3,2024-08-29T02:37:48.007-07:00,"Hello, I am trying to deploy to my custom app(Remix) to Heroku , however, I deployed and launched my all file set up. and got the error: Do I miss any configuration before or local build configuration before deployment?",N,['Shopify Developed Apps'],74,0,[], 
16,https://community.shopify.com/c/shopify-apps/automation-test-failing-because-of-captcha-check-on-admin-login/td-p/2750691,402 Payment Required API ERROR,ahmetb,402 Payment Required API ERROR,https://community.shopify.com/c/user/viewprofilepage/user-id/1847179,1,0,0,2024-08-29T01:11:45.171-07:00,"We created API to connect with ERP program for warehouse management. We get 402 Payment Required error when we want to connect. Our shopify plan is active and no payment is required. Why we get this error ? The API we created for order and warehouse management on shopify for marketplace is already working. is it paid to create a new API? Can you help us with this, please?",N,"['Shopify Developed Apps', 'Third Party Apps']",78,0,[], 
17,https://community.shopify.com/c/shopify-apps/subscription-app-with-quantity-selector-for-delivery/td-p/2750684,Flow automation - Order includes item add another item,Ondrej87,Flow automation - Order includes item add another item,https://community.shopify.com/c/user/viewprofilepage/user-id/1847158,2,0,0,2024-08-29T00:33:17.171-07:00,"Hello, I'm trying to launch an automation that automatically adds a product to the order when a specific product is part of the order. I know there are bundle apps for that, but I would prefer a solution on the back end. The added product doesn't have any value in itself, it's a measuring kit that it's used for customizing final product. I have prepared the flow attached in the picture, unfortunately it seems that the condition about the product is for the whole e-shop, so it always check that the product is in the e-shop and adds it to the order but I would need the individual order to be checked for the product ""bicycle saddle"". I don't see the condition: ""check if the order includes the product X"" Thanks in advance",N,['Shopify Developed Apps'],90,0,"[""@Ondrej87 you'll probably have to include a Loop Flow function (Action → Flow → Loop ). With this, you can check each order line item for its title or ID. - Did my answer help? Mark my post with a like - Did I solve your problem? Mark my post as an accepted solution. - You need professional help? Contact our Shopify Partner Agency""]", 
18,https://community.shopify.com/c/shopify-apps/i-want-to-use-two-models-on-order-index-page-using-customer/td-p/2750652,AWS API Gateway mTLS not working,MattMonson,AWS API Gateway mTLS not working,https://community.shopify.com/c/user/viewprofilepage/user-id/1044200,4,1,1,2024-08-28T22:58:11.527-07:00,"Is anyone else struggling with certificates updates on AWS API Gateway? I followed the exact same procedure as every year, whereby updating the .pem s3 file with the latest certificates. Exactly as mentioned here: https://shopify.dev/docs/apps/build/payments/considerations#requirements Copying THE FULL CA CHAIN. But it just will not work, Cloudwatch reports : Access denied. Reason: Could not find issuer for certificate I have tried various way to overcome this but nothing is working, anyone else struggling with this?",N,['Third Party Apps'],96,1,[], 
19,https://community.shopify.com/c/shopify-apps/updating-information-about-shopify-embedded-app-blocks/td-p/2750546,US Sales Tax App for Australia? Tax Rex no longer option,svalkyrie23,US Sales Tax App for Australia? Tax Rex no longer option,https://community.shopify.com/c/user/viewprofilepage/user-id/1766576,75,2,3,2024-08-28T20:43:52.180-07:00,"I need to add a sales tax app to shopify for the US, but im based in Australia. Are there any sales tax threshold monitoring + auto file for cost available that is compatible with international businesses? I was going to use Tax Rex but now it seems you need US address so not international compatible which is a shame",N,['Third Party Apps'],92,0,[], 
20,https://community.shopify.com/c/shopify-apps/how-do-i-upload-my-new-domain-shop-to-the-shop-app/td-p/2750391,How to set the background color of the Klarna module to transparent? I don't know how to set CSS or,KentSpitz,How to set the background color of the Klarna module to transparent? I don't know how to set CSS or,https://community.shopify.com/c/user/viewprofilepage/user-id/1780413,4,1,2,2024-08-28T19:12:20.756-07:00,How to set the background color of Klarna module to transparent? I don't know how to set CSS or related code.,N,['Shopify Developed Apps'],181,2,"['Hi @KentSpitz , Can you kindly share your store link with us? We will check it and suggest you a solution if possible. If our suggestions are useful, please let us know by giving it a like , marking it as a solution, or donating here . B2B Solution & Custom Pricing | Product Labels by BSS Need help from our expert? Kindly share your request with us via community@bsscommerce.com BSS Commerce - Full-service eCommerce Agency']", 
21,https://community.shopify.com/c/shopify-apps/how-to-resolve-issues-with-the-1p-subscription-app-block-in-non/td-p/2415591,finding Aus order fulfilment apps,Bigredozi,finding Aus order fulfilment apps,https://community.shopify.com/c/user/viewprofilepage/user-id/1828722,2,0,0,2024-08-28T16:48:52.284-07:00,"hi i need help finding apps from australian suppliers with auto order fulfilment, ive even gone as far as hiring help on airtasker to which they were only able to present me with 10 apps, surely ther must be more than that? any help will be much appreciated",N,['Shopify Developed Apps'],114,0,"['Hello, do you mean you need a app that will automatically fulfill orders directly from an austrailian supplier?']", 
22,https://community.shopify.com/c/shopify-apps/purchase-order-customisation/td-p/2752604,App that hides products and variants with low inventory levels.,entranced,App that hides products and variants with low inventory levels.,https://community.shopify.com/c/user/viewprofilepage/user-id/803959,73,2,14,2024-08-28T15:10:42.777-07:00,"Hi, I’m looking for an app that automatically hides out-of-stock products. It should also have a threshold setting that allows you to hide products with low inventory levels. I know there are several apps that can handle this, and I’m currently using Stockyphi. The challenge is that I also want the app to work with products that have multiple variants. For example, if a product has 3 variants and one of the variants has a low inventory level (for example, 1 or 2 in stock), I want that variant to be hidden. Only variants with inventory levels higher than the threshold should be visible on that product. Of course, products that are hidden should be published again when they are back in stock (above the threshold). I've found apps that can hide variants with low stock levels (e.g., Camouflage: Hide Sold Variants), but these apps do not work for products with only one variant Is there no app that handles this for all products, whether they have only one variant or multiple variants? It seems unnecessary to have two different apps to manage this.",N,"['Shopify Developed Apps', 'Third Party Apps']",192,1,"['Honestly, I would recommend adding custom Liquid code to your theme. You would just have to add a few `if` blocks. Founder, Regios Discounts app (4.9 stars) - Custom discounts made simple - ""Just about any discount you\'ll ever need"" - Built by an ex-Google software engineer']", 
23,https://community.shopify.com/c/shopify-apps/screencast-review-app-on-facebook-webview/td-p/2752538,Shopify returning wrong date (billing_on) in Billing API,farooq,Shopify returning wrong date (billing_on) in Billing API,https://community.shopify.com/c/user/viewprofilepage/user-id/1852654,1,0,0,2024-09-05T04:15:52.427-07:00,"Dear experts, Farooq here, when my clients subscribed to my app using recurring_charges then Shopify returning billing_on date by adding 5 days i.e. today is 5th Sep and 10th will be billing date instead 5th Oct. API should return date by adding 30 days as per default flow. Quick help will be highly appreciated.",N,['Shopify Developed Apps'],116,0,"[""Hi @farooq , It seems like Shopify is using a 5-day grace period for billing cycles mySedgwick . To resolve this, try setting the billing_threshold to 0 or adjust the interval_count to achieve the desired 30-day billing cycle. Refer to Shopify's API documentation for Recurring Application Charges for more details. Hope this helps!""]", 
